sale_date,store_id,sales_channel,total_transactions,total_units_sold,total_revenue,total_gross_profit,avg_order_value
2026-04-13,STR-101,Online,1,1,6213.19,1124.17,6213.19
2026-04-13,STR-102,Mobile App,1,3,42854.56,7991.02,42854.56
2026-04-13,STR-103,In-Store,1,3,26200.51,4485.28,26200.51
2026-04-13,STR-103,Mobile App,1,2,14989.23,386.25,14989.23
2026-04-13,STR-104,In-Store,1,2,13317.8,4298.42,13317.8
2026-04-13,STR-105,Online,1,4,7443.72,2854.76,7443.72
2026-04-13,STR-107,Mobile App,1,5,78808.94,13384.44,78808.94
2026-04-13,STR-108,Mobile App,1,1,4852.28,1057.1,4852.28
2026-04-13,STR-108,Online,1,1,11331.57,2218.1,11331.57
2026-04-13,STR-110,Mobile App,2,5,57815.94,14081.17,28907.97
2026-04-13,STR-114,In-Store,1,2,40572.79,11097.03,40572.79
2026-04-14,STR-100,Mobile App,1,2,20535.85,2888.01,20535.85
2026-04-14,STR-101,Online,1,5,27972.6,1725.2,27972.6
2026-04-14,STR-103,In-Store,1,2,13278.78,4798.2,13278.78
2026-04-14,STR-106,Mobile App,2,8,35949.85,9265.45,17974.92
2026-04-14,STR-108,Mobile App,1,5,79360.3,21254.4,79360.3
2026-04-15,STR-100,Mobile App,1,5,69090.92,4848.82,69090.92
2026-04-15,STR-101,In-Store,1,4,43874.46,4586.46,43874.46
2026-04-15,STR-101,Mobile App,1,3,9840.74,2631.68,9840.74
2026-04-15,STR-102,Online,1,1,16341.51,4756.18,16341.51
2026-04-15,STR-104,Mobile App,1,5,8270.8,2534.6,8270.8
2026-04-15,STR-106,Mobile App,1,1,3070.53,969.65,3070.53
2026-04-15,STR-107,In-Store,1,1,22754.1,7726.41,22754.1
2026-04-15,STR-111,Online,1,3,33395.67,9270.27,33395.67
2026-04-15,STR-113,In-Store,1,1,12138.99,2088.22,12138.99
2026-04-15,STR-114,In-Store,1,3,38164.98,13141.77,38164.98
2026-04-16,STR-103,Online,1,4,55045.09,8703.77,55045.09
2026-04-16,STR-105,Mobile App,1,2,23946.66,7264.52,23946.66
2026-04-16,STR-105,Online,1,4,22317.91,5245.59,22317.91
2026-04-16,STR-107,In-Store,1,2,13278.78,4798.2,13278.78
2026-04-16,STR-109,Mobile App,1,1,14218.33,5877.26,14218.33
2026-04-16,STR-110,Mobile App,3,8,98656.23,18156.34,32885.41
2026-04-16,STR-111,Mobile App,1,1,9204.06,2140.13,9204.06
2026-04-16,STR-111,Online,2,2,6193.9,1716.91,3096.95
2026-04-16,STR-113,In-Store,2,8,108679.58,16979.03,54339.79
2026-04-16,STR-113,Online,2,4,59235.66,13874.78,29617.83
2026-04-16,STR-114,Online,1,2,12651.91,3632.53,12651.91
2026-04-17,STR-100,In-Store,2,6,77808.58,16838.65,38904.29
2026-04-17,STR-101,In-Store,1,5,74581.85,33438.5,74581.85
2026-04-17,STR-101,Online,1,1,18543.28,5458.38,18543.28
2026-04-17,STR-104,Online,1,2,23866.19,7408.85,23866.19
2026-04-17,STR-107,In-Store,1,4,4002.44,1275.2,4002.44
2026-04-17,STR-108,In-Store,1,4,7672.88,1903.32,7672.88
2026-04-17,STR-109,In-Store,1,2,29363.64,3666.8,29363.64
2026-04-17,STR-110,In-Store,1,3,15630.78,6783.78,15630.78
2026-04-17,STR-111,In-Store,1,4,57735.04,6401.04,57735.04
2026-04-17,STR-111,Mobile App,2,5,30438.46,8438.31,15219.23
2026-04-17,STR-112,In-Store,1,1,2581.79,444.86,2581.79
2026-04-17,STR-113,Mobile App,1,5,47299.36,11110.16,47299.36
2026-04-17,STR-114,Mobile App,1,5,58933.53,18724.53,58933.53
2026-04-17,STR-114,Online,1,1,6293.84,1044.36,6293.84
2026-04-18,STR-101,Online,1,1,15761.79,2676.89,15761.79
2026-04-18,STR-102,In-Store,1,5,117030.07,25041.57,117030.07
2026-04-18,STR-102,Online,1,2,19327.86,1680.02,19327.86
2026-04-18,STR-104,Mobile App,1,5,68553.85,19443.85,68553.85
2026-04-18,STR-105,In-Store,2,5,66604.31,6097.16,33302.16
2026-04-18,STR-105,Mobile App,1,3,45235.37,10371.83,45235.37
2026-04-18,STR-108,Mobile App,1,2,39539.13,5874.55,39539.13
2026-04-18,STR-109,In-Store,4,11,188111.25,45515.88,47027.81
2026-04-18,STR-113,Mobile App,1,2,27522.54,4351.88,27522.54
2026-04-19,STR-101,Online,1,1,16341.51,4756.18,16341.51
2026-04-19,STR-102,Mobile App,2,4,47342.52,9471.58,23671.26
2026-04-19,STR-104,In-Store,1,5,8601.52,2610.27,8601.52
2026-04-19,STR-104,Mobile App,1,3,49764.97,8975.08,49764.97
2026-04-19,STR-105,In-Store,1,3,49764.97,8975.08,49764.97
2026-04-19,STR-106,In-Store,2,6,112538.98,24953.46,56269.49
2026-04-19,STR-107,In-Store,1,5,9591.1,2379.15,9591.1
2026-04-19,STR-107,Mobile App,1,4,50790.59,4305.87,50790.59
2026-04-19,STR-107,Online,1,3,6203.1,2761.38,6203.1
2026-04-19,STR-108,Mobile App,1,3,21928.89,6661.83,21928.89
2026-04-19,STR-108,Online,1,5,58933.53,18724.53,58933.53
2026-04-19,STR-109,Online,1,4,43487.68,8192.0,43487.68
2026-04-19,STR-112,Online,1,4,7634.48,1187.4,7634.48
2026-04-20,STR-100,Online,1,5,119758.4,44619.95,119758.4
2026-04-20,STR-104,Online,1,1,6589.61,1841.94,6589.61
2026-04-20,STR-105,Online,1,5,74817.47,19517.87,74817.47
2026-04-20,STR-109,Mobile App,1,5,45451.8,16832.15,45451.8
2026-04-20,STR-109,Online,1,3,16783.56,1035.12,16783.56
2026-04-20,STR-110,In-Store,1,3,7757.14,1454.5,7757.14
2026-04-20,STR-111,In-Store,1,3,35883.3,8542.89,35883.3
2026-04-20,STR-113,Mobile App,1,2,2001.22,637.6,2001.22
2026-04-20,STR-114,In-Store,1,3,32789.45,11597.66,32789.45
2026-04-20,STR-114,Mobile App,2,6,68400.6,15816.15,34200.3
2026-04-21,STR-100,Mobile App,1,3,8747.33,1538.27,8747.33
2026-04-21,STR-101,In-Store,3,6,57068.2,17160.44,19022.73
2026-04-21,STR-102,Mobile App,1,2,35208.22,13088.38,35208.22
2026-04-21,STR-102,Online,1,4,8601.52,3808.52,8601.52
2026-04-21,STR-103,Mobile App,1,1,11505.07,4441.14,11505.07
2026-04-21,STR-103,Online,2,8,149765.99,41479.14,74883.0
2026-04-21,STR-104,Online,2,2,30592.74,8088.37,15296.37
2026-04-21,STR-105,In-Store,1,4,61693.28,25333.6,61693.28
2026-04-21,STR-105,Online,1,1,17697.2,3284.19,17697.2
2026-04-21,STR-106,Mobile App,1,1,13656.37,3605.6,13656.37
2026-04-21,STR-107,Mobile App,1,1,10477.07,2435.27,10477.07
2026-04-21,STR-107,Online,1,4,21078.03,4005.71,21078.03
2026-04-21,STR-108,In-Store,1,3,34427.74,7955.98,34427.74
2026-04-21,STR-110,In-Store,1,1,19769.56,2937.27,19769.56
2026-04-21,STR-110,Online,1,5,9821.57,4085.37,9821.57
2026-04-21,STR-113,Mobile App,1,2,3644.62,759.84,3644.62
2026-04-21,STR-114,Online,1,3,64444.79,10637.24,64444.79
2026-04-22,STR-101,In-Store,2,7,71895.45,14492.52,35947.73
2026-04-22,STR-103,Online,1,3,51604.77,16848.78,51604.77
2026-04-22,STR-107,In-Store,2,6,27806.02,3584.56,13903.01
2026-04-22,STR-107,Online,1,1,10929.82,3865.89,10929.82
2026-04-22,STR-108,Mobile App,1,5,8270.8,2534.6,8270.8
2026-04-22,STR-109,Online,1,2,28569.71,5327.35,28569.71
2026-04-22,STR-111,In-Store,1,3,55819.94,5323.07,55819.94
2026-04-22,STR-113,Online,1,1,5549.14,801.47,5549.14
2026-04-22,STR-114,In-Store,1,4,58727.28,7333.6,58727.28
2026-04-22,STR-114,Mobile App,1,2,17223.84,5775.98,17223.84
2026-04-22,STR-114,Online,1,2,26219.64,8039.8,26219.64
2026-04-23,STR-100,Mobile App,3,11,197499.55,48698.6,65833.18
2026-04-23,STR-102,Mobile App,1,3,44045.46,5500.2,44045.46
2026-04-23,STR-103,In-Store,1,5,12928.56,2424.16,12928.56
2026-04-23,STR-103,Online,1,4,41098.84,12145.2,41098.84
2026-04-23,STR-105,In-Store,1,1,15843.7,4783.78,15843.7
2026-04-23,STR-105,Online,1,5,57379.57,13259.97,57379.57
2026-04-23,STR-107,Online,1,4,27955.32,10994.16,27955.32
2026-04-23,STR-109,In-Store,1,5,32948.04,9209.69,32948.04
2026-04-23,STR-110,In-Store,1,5,72168.8,8001.3,72168.8
2026-04-23,STR-112,Mobile App,1,1,3098.01,694.99,3098.01
2026-04-23,STR-112,Online,1,1,2725.22,588.29,2725.22
2026-04-23,STR-113,Online,1,3,10934.16,3725.1,10934.16
2026-04-24,STR-100,Mobile App,1,2,40717.86,10662.48,40717.86
2026-04-24,STR-101,In-Store,1,1,19159.37,4421.49,19159.37
2026-04-24,STR-101,Mobile App,1,5,92157.35,24174.2,92157.35
2026-04-24,STR-102,Mobile App,1,1,9663.93,840.01,9663.93
2026-04-24,STR-104,In-Store,1,1,10354.56,3290.63,10354.56
2026-04-24,STR-104,Mobile App,1,2,19320.52,7976.36,19320.52
2026-04-24,STR-107,In-Store,1,3,58419.14,11898.29,58419.14
2026-04-24,STR-109,In-Store,1,5,41098.84,4906.79,41098.84
2026-04-24,STR-111,Mobile App,1,3,49024.53,14268.54,49024.53
2026-04-24,STR-113,In-Store,2,7,72552.53,14682.27,36276.26
2026-04-24,STR-113,Mobile App,1,3,42654.98,17631.77,42654.98
2026-04-24,STR-114,Online,1,1,16507.19,1337.89,16507.19
2026-04-25,STR-101,In-Store,2,6,88560.5,7492.45,44280.25
2026-04-25,STR-103,Mobile App,1,5,15352.66,4848.26,15352.66
2026-04-25,STR-104,In-Store,1,3,28991.78,2520.02,28991.78
2026-04-25,STR-104,Online,1,2,32585.33,7024.37,32585.33
2026-04-25,STR-106,Mobile App,1,1,4949.75,2000.75,4949.75
2026-04-25,STR-107,Mobile App,1,5,9111.54,1899.59,9111.54
2026-04-25,STR-107,Online,1,4,22196.58,3205.9,22196.58
2026-04-25,STR-110,Mobile App,1,4,10900.87,2353.15,10900.87
2026-04-25,STR-111,Mobile App,2,7,123098.36,22237.8,61549.18
2026-04-25,STR-111,Online,1,3,50171.71,16991.95,50171.71
2026-04-25,STR-113,In-Store,1,1,2042.86,844.61,2042.86
2026-04-25,STR-113,Online,1,4,7443.72,2854.76,7443.72
2026-04-26,STR-100,In-Store,1,1,6944.15,1855.13,6944.15
2026-04-26,STR-102,In-Store,1,1,1849.94,539.01,1849.94
2026-04-26,STR-102,Mobile App,1,4,80258.81,23928.73,80258.81
2026-04-26,STR-103,In-Store,1,2,24277.98,4176.44,24277.98
2026-04-26,STR-104,In-Store,1,4,57735.04,6401.04,57735.04
2026-04-26,STR-104,Online,1,5,85700.45,21532.95,85700.45
2026-04-26,STR-105,In-Store,1,3,57484.03,12400.96,57484.03
2026-04-26,STR-106,Online,1,1,19260.73,4706.95,19260.73
2026-04-26,STR-107,Online,1,4,45326.27,8872.39,45326.27
2026-04-26,STR-108,In-Store,1,1,11331.57,2218.1,11331.57
2026-04-26,STR-108,Mobile App,1,1,20932.48,4100.19,20932.48
2026-04-26,STR-110,In-Store,1,3,5725.86,890.55,5725.86
2026-04-26,STR-110,Mobile App,1,3,16647.43,2404.42,16647.43
2026-04-26,STR-110,Online,1,2,24679.39,5035.39,24679.39
2026-04-26,STR-111,In-Store,1,4,81145.58,22194.06,81145.58
2026-04-26,STR-113,In-Store,2,5,40607.29,9577.75,20303.64
2026-04-26,STR-113,Online,1,3,13286.16,4439.16,13286.16
2026-04-27,STR-100,In-Store,1,4,46020.28,17764.56,46020.28
2026-04-27,STR-100,Mobile App,1,5,9012.93,954.08,9012.93
2026-04-27,STR-103,Online,1,2,37141.18,6802.58,37141.18
2026-04-27,STR-104,Online,1,1,11475.91,2651.99,11475.91
2026-04-27,STR-106,In-Store,1,4,76671.36,25549.44,76671.36
2026-04-27,STR-106,Mobile App,1,5,82941.62,14958.47,82941.62
2026-04-27,STR-107,Mobile App,1,5,4725.11,1316.06,4725.11
2026-04-27,STR-109,In-Store,1,3,52812.33,19632.57,52812.33
2026-04-27,STR-109,Mobile App,1,3,51753.17,13411.73,51753.17
2026-04-27,STR-109,Online,1,4,39117.24,10861.52,39117.24
2026-04-27,STR-111,Online,1,1,1654.16,506.92,1654.16
2026-04-27,STR-112,In-Store,1,1,8899.86,1598.37,8899.86
2026-04-27,STR-112,Mobile App,1,5,82941.62,14958.47,82941.62
2026-04-27,STR-112,Online,1,5,20841.04,6096.04,20841.04
2026-04-27,STR-114,In-Store,1,4,46020.28,17764.56,46020.28
2026-04-28,STR-100,In-Store,1,2,36084.4,10417.4,36084.4
2026-04-28,STR-100,Online,2,10,33938.09,8970.94,16969.04
2026-04-28,STR-102,Mobile App,1,4,7210.35,763.27,7210.35
2026-04-28,STR-103,Online,1,3,28991.78,2520.02,28991.78
2026-04-28,STR-106,In-Store,1,1,6589.61,1841.94,6589.61
2026-04-28,STR-106,Mobile App,1,4,13120.99,3508.91,13120.99
2026-04-28,STR-106,Online,1,2,2223.58,859.96,2223.58
2026-04-28,STR-107,Mobile App,1,3,10934.16,3725.1,10934.16
2026-04-28,STR-108,In-Store,1,1,13761.27,2175.94,13761.27
2026-04-28,STR-108,Mobile App,1,3,26699.57,4795.1,26699.57
2026-04-28,STR-112,In-Store,1,4,46616.62,7328.62,46616.62
2026-04-28,STR-112,Mobile App,1,5,9676.71,3685.46,9676.71
2026-04-28,STR-112,Online,1,4,7741.37,2948.37,7741.37
2026-04-28,STR-113,In-Store,2,9,47969.92,11587.75,23984.96
2026-04-28,STR-113,Mobile App,1,3,66085.68,17097.48,66085.68
2026-04-29,STR-100,Mobile App,1,2,28341.1,11883.76,28341.1
2026-04-29,STR-101,In-Store,1,2,31687.4,9567.56,31687.4
2026-04-29,STR-101,Mobile App,1,5,8787.72,3051.52,8787.72
2026-04-29,STR-101,Online,2,6,117902.11,25931.37,58951.06
2026-04-29,STR-102,Mobile App,1,5,31213.94,7475.59,31213.94
2026-04-29,STR-105,In-Store,1,4,22640.26,4601.5,22640.26
2026-04-29,STR-107,In-Store,1,5,103169.95,27323.45,103169.95
2026-04-29,STR-108,In-Store,1,4,58485.41,12144.09,58485.41
2026-04-29,STR-108,Online,2,4,18145.72,4728.97,9072.86
2026-04-29,STR-109,Online,1,3,46007.61,7507.11,46007.61
2026-04-29,STR-110,In-Store,2,6,21813.06,6555.27,10906.53
2026-04-29,STR-112,Mobile App,2,10,142033.07,32151.62,71016.54
2026-04-29,STR-112,Online,2,7,94259.81,11673.68,47129.9
2026-04-29,STR-113,Online,1,5,42157.22,5649.77,42157.22
2026-04-29,STR-114,In-Store,2,6,64232.42,16079.27,32116.21
2026-04-30,STR-100,Mobile App,1,4,98551.64,24960.84,98551.64
2026-04-30,STR-102,In-Store,1,5,68281.83,18027.98,68281.83
2026-04-30,STR-102,Mobile App,1,3,41132.31,11666.31,41132.31
2026-04-30,STR-103,Mobile App,1,2,2112.4,748.78,2112.4
2026-04-30,STR-103,Online,2,6,107372.34,17449.1,53686.17
2026-04-30,STR-105,Mobile App,1,1,1802.59,190.82,1802.59
2026-04-30,STR-107,In-Store,1,4,74173.12,21833.52,74173.12
2026-04-30,STR-108,In-Store,1,5,9676.71,3685.46,9676.71
2026-04-30,STR-109,In-Store,1,3,29282.92,7567.69,29282.92
2026-04-30,STR-110,In-Store,1,1,3070.53,969.65,3070.53
2026-04-30,STR-111,Online,1,1,16292.66,3512.18,16292.66
2026-04-30,STR-113,In-Store,2,6,64247.68,22208.23,32123.84
2026-04-30,STR-114,In-Store,1,3,29337.93,8146.14,29337.93
2026-04-30,STR-114,Online,1,3,5272.63,1830.91,5272.63
2026-05-01,STR-102,Online,1,3,43864.05,9108.06,43864.05
2026-05-01,STR-105,Online,1,4,10342.85,1939.33,10342.85
2026-05-01,STR-106,Mobile App,1,3,49764.97,8975.08,49764.97
2026-05-01,STR-106,Online,1,3,42249.86,9070.1,42249.86
2026-05-01,STR-107,In-Store,1,4,44527.56,12360.36,44527.56
2026-05-01,STR-112,Mobile App,1,4,63374.8,19135.12,63374.8
2026-05-01,STR-113,In-Store,1,4,57660.21,17457.13,57660.21
2026-05-01,STR-114,In-Store,1,1,5940.51,1700.22,5940.51
2026-05-01,STR-114,Mobile App,1,1,13109.82,4019.9,13109.82
2026-05-02,STR-100,In-Store,2,3,62590.78,19518.39,31295.39
2026-05-02,STR-104,In-Store,1,5,10214.3,4223.05,10214.3
2026-05-02,STR-104,Mobile App,2,7,100397.12,24316.42,50198.56
2026-05-02,STR-105,In-Store,2,7,127678.62,32101.37,63839.31
2026-05-02,STR-105,Online,1,5,67123.67,25980.32,67123.67
2026-05-02,STR-107,In-Store,1,3,62460.72,19221.69,62460.72
2026-05-02,STR-108,Online,2,7,89085.2,16035.97,44542.6
2026-05-02,STR-109,Mobile App,2,4,42054.88,9757.0,21027.44
2026-05-02,STR-112,In-Store,1,5,98551.64,6563.14,98551.64
2026-05-02,STR-113,In-Store,1,5,29965.05,7416.6,29965.05
2026-05-02,STR-114,Online,1,1,16588.32,2991.69,16588.32
2026-05-03,STR-100,Mobile App,1,3,65721.54,19200.69,65721.54
2026-05-03,STR-100,Online,2,2,21211.48,7620.93,10605.74
2026-05-03,STR-103,In-Store,1,1,17952.63,3870.11,17952.63
2026-05-03,STR-105,Online,1,2,12485.57,2990.23,12485.57
2026-05-03,STR-107,In-Store,1,5,32948.04,9209.69,32948.04
2026-05-03,STR-108,Mobile App,1,3,7315.06,904.27,7315.06
2026-05-03,STR-109,Online,1,2,49275.82,12480.42,49275.82
2026-05-03,STR-110,Mobile App,1,3,57484.03,12400.96,57484.03
2026-05-03,STR-110,Online,2,4,25824.4,7206.31,12912.2
2026-05-03,STR-111,In-Store,1,1,9459.87,2222.03,9459.87
2026-05-03,STR-112,Online,1,4,82760.45,20732.65,82760.45
2026-05-03,STR-114,In-Store,3,11,91773.84,22291.78,30591.28
2026-05-03,STR-114,Online,1,4,88696.48,15105.68,88696.48
2026-05-04,STR-103,Mobile App,1,5,33294.5,10746.05,33294.5
2026-05-04,STR-104,In-Store,1,5,86007.95,28081.3,86007.95
2026-05-04,STR-106,Online,1,4,13849.94,4237.86,13849.94
2026-05-04,STR-109,In-Store,1,4,7210.35,763.27,7210.35
2026-05-04,STR-109,Online,1,5,10751.9,4760.65,10751.9
2026-05-05,STR-102,In-Store,1,5,13736.6,3232.2,13736.6
2026-05-05,STR-102,Mobile App,1,1,17140.09,4306.59,17140.09
2026-05-05,STR-103,In-Store,1,3,20979.45,5231.01,20979.45
2026-05-05,STR-106,In-Store,1,2,31523.58,5353.78,31523.58
2026-05-05,STR-106,Mobile App,1,4,57735.04,6401.04,57735.04
2026-05-05,STR-106,Online,1,3,68262.29,23179.22,68262.29
2026-05-05,STR-107,Online,1,1,11505.07,4441.14,11505.07
2026-05-05,STR-108,Online,1,1,9177.25,3505.17,9177.25
2026-05-05,STR-111,In-Store,1,4,8058.62,1611.54,8058.62
2026-05-05,STR-113,Mobile App,3,9,96109.26,18889.93,32036.42
2026-05-05,STR-114,In-Store,1,3,57026.0,14778.44,57026.0
2026-05-06,STR-105,In-Store,1,5,50362.52,4795.17,50362.52
2026-05-06,STR-105,Mobile App,1,3,28991.78,2520.02,28991.78
2026-05-06,STR-105,Online,1,2,48682.62,17668.72,48682.62
2026-05-06,STR-106,In-Store,1,4,83280.96,25628.92,83280.96
2026-05-06,STR-106,Mobile App,1,1,17622.85,1293.45,17622.85
2026-05-06,STR-107,In-Store,1,1,17140.09,4306.59,17140.09
2026-05-06,STR-108,In-Store,1,2,32818.19,7121.35,32818.19
2026-05-06,STR-109,Mobile App,1,2,40717.86,10662.48,40717.86
2026-05-06,STR-110,In-Store,1,5,99128.52,17481.52,99128.52
2026-05-06,STR-112,In-Store,1,1,1720.3,522.05,1720.3
2026-05-07,STR-101,Online,1,4,77892.19,15864.39,77892.19
2026-05-07,STR-103,In-Store,1,1,22095.39,5263.1,22095.39
2026-05-07,STR-103,Online,1,5,38275.2,9655.55,38275.2
2026-05-07,STR-106,In-Store,1,5,50255.57,14066.37,50255.57
2026-05-07,STR-106,Online,1,2,23010.14,8882.28,23010.14
2026-05-07,STR-107,In-Store,1,3,17543.11,2276.05,17543.11
2026-05-07,STR-109,In-Store,1,3,35474.52,13761.0,35474.52
2026-05-07,STR-110,Mobile App,1,4,72129.41,13177.89,72129.41
2026-05-07,STR-110,Online,1,5,50362.52,4795.17,50362.52
2026-05-07,STR-111,In-Store,1,3,60823.35,17162.01,60823.35
2026-05-07,STR-114,Mobile App,1,5,101440.87,11761.62,101440.87
2026-05-08,STR-100,Mobile App,1,2,25395.3,2152.94,25395.3
2026-05-08,STR-100,Online,1,5,25688.52,6712.62,25688.52
2026-05-08,STR-101,In-Store,1,1,18209.45,5428.97,18209.45
2026-05-08,STR-101,Online,2,8,132315.65,22706.85,66157.82
2026-05-08,STR-102,Mobile App,2,7,131568.17,21167.5,65784.08
2026-05-08,STR-103,In-Store,1,4,58980.7,4594.18,58980.7
2026-05-08,STR-105,Mobile App,1,3,35883.3,8542.89,35883.3
2026-05-08,STR-106,In-Store,1,1,2747.32,646.44,2747.32
2026-05-08,STR-112,Online,1,3,37015.97,9746.21,37015.97
2026-05-08,STR-113,Mobile App,1,4,16672.83,4876.83,16672.83
2026-05-08,STR-114,In-Store,2,3,21096.26,2268.62,10548.13
2026-05-08,STR-114,Online,1,1,22754.1,7726.41,22754.1
2026-05-09,STR-100,In-Store,1,2,18736.54,4133.56,18736.54
2026-05-09,STR-100,Online,1,5,78333.75,10350.6,78333.75
2026-05-09,STR-102,Online,1,5,79360.3,21254.4,79360.3
2026-05-09,STR-103,Online,1,3,35799.29,11113.28,35799.29
2026-05-09,STR-104,Online,1,3,57284.26,3476.71,57284.26
2026-05-09,STR-105,Online,1,4,76034.66,19704.58,76034.66
2026-05-09,STR-106,Online,1,4,63488.24,17003.52,63488.24
2026-05-09,STR-107,In-Store,1,4,43719.27,15463.55,43719.27
2026-05-09,STR-107,Mobile App,1,1,1056.2,374.39,1056.2
2026-05-09,STR-108,Mobile App,1,3,7745.36,1334.57,7745.36
2026-05-09,STR-110,In-Store,1,2,35905.26,7740.22,35905.26
2026-05-09,STR-110,Mobile App,1,2,20535.85,2888.01,20535.85
2026-05-09,STR-113,Online,1,1,23406.01,5008.31,23406.01
2026-05-10,STR-100,Online,1,1,19260.73,4706.95,19260.73
2026-05-10,STR-101,Online,1,2,26219.64,8039.8,26219.64
2026-05-10,STR-102,In-Store,1,4,34776.94,12088.62,34776.94
2026-05-10,STR-102,Online,1,2,16862.89,2259.91,16862.89
2026-05-10,STR-104,Online,2,4,53383.71,11614.01,26691.86
2026-05-10,STR-105,Online,2,2,16154.06,2122.31,8077.03
2026-05-10,STR-111,Mobile App,1,4,58980.7,4594.18,58980.7
2026-05-10,STR-111,Online,1,1,12721.66,4380.59,12721.66
2026-05-10,STR-112,In-Store,3,9,52754.2,13839.01,17584.73
2026-05-10,STR-112,Online,1,3,14878.61,2074.37,14878.61
2026-05-10,STR-113,In-Store,1,3,54126.6,15626.1,54126.6
2026-05-10,STR-114,Mobile App,1,4,26557.55,9596.39,26557.55
2026-05-11,STR-100,Online,1,3,50689.78,8442.22,50689.78
2026-05-11,STR-101,Online,1,5,74833.3,33127.95,74833.3
2026-05-11,STR-102,Mobile App,1,1,8211.22,2539.14,8211.22
2026-05-11,STR-105,Online,1,2,28569.71,5327.35,28569.71
2026-05-11,STR-106,Online,1,5,84482.96,14070.36,84482.96
2026-05-11,STR-107,Mobile App,1,4,37473.08,8267.12,37473.08
2026-05-11,STR-110,Online,1,4,11635.7,3232.18,11635.7
2026-05-11,STR-112,In-Store,1,1,5993.01,1483.32,5993.01
2026-05-11,STR-112,Mobile App,1,1,15334.27,2553.79,15334.27
2026-05-11,STR-112,Online,1,1,2908.93,808.05,2908.93
2026-05-11,STR-113,In-Store,2,2,32343.24,10541.43,16171.62
2026-05-11,STR-113,Online,1,5,101372.25,28603.35,101372.25
2026-05-11,STR-114,In-Store,1,3,28991.78,2520.02,28991.78
2026-05-12,STR-101,Online,1,3,44235.53,3445.64,44235.53
2026-05-12,STR-104,In-Store,1,3,52616.67,7108.77,52616.67
2026-05-12,STR-105,In-Store,1,2,46516.62,12852.04,46516.62
2026-05-12,STR-110,Mobile App,1,5,63394.57,22251.22,63394.57
2026-05-13,STR-100,Online,1,1,8733.5,1495.09,8733.5
2026-05-13,STR-103,Online,1,3,52848.35,13593.65,52848.35
2026-05-13,STR-105,Mobile App,1,1,12441.52,4399.72,12441.52
2026-05-13,STR-106,In-Store,1,5,109535.9,32001.15,109535.9
2026-05-13,STR-106,Online,1,5,74581.85,33438.5,74581.85
2026-05-13,STR-107,Online,1,5,110870.6,18882.1,110870.6
2026-05-13,STR-109,In-Store,2,4,51872.38,11225.76,25936.19
2026-05-13,STR-111,In-Store,1,4,56333.15,12093.47,56333.15
2026-05-13,STR-111,Mobile App,1,4,12282.13,3878.61,12282.13
2026-05-13,STR-111,Online,1,2,39651.41,6992.61,39651.41
2026-05-13,STR-113,In-Store,1,3,18869.84,6148.97,18869.84
2026-05-13,STR-113,Mobile App,1,2,45508.19,15452.81,45508.19
2026-05-13,STR-113,Online,1,5,101440.87,11761.62,101440.87
2026-05-13,STR-114,Online,1,3,51818.19,13272.93,51818.19
2026-05-14,STR-101,Online,2,6,31997.45,8659.07,15998.72
2026-05-14,STR-102,In-Store,1,3,15981.36,2452.29,15981.36
2026-05-14,STR-103,In-Store,1,5,101372.25,28603.35,101372.25
2026-05-14,STR-105,Online,1,3,66085.68,17097.48,66085.68
2026-05-14,STR-107,In-Store,1,1,19473.05,3966.1,19473.05
2026-05-14,STR-107,Mobile App,1,5,34944.15,13742.7,34944.15
2026-05-14,STR-108,In-Store,1,1,16723.9,5663.98,16723.9
2026-05-14,STR-109,In-Store,1,3,8175.65,1764.86,8175.65
2026-05-14,STR-109,Online,1,3,6043.97,1208.66,6043.97
2026-05-14,STR-110,In-Store,1,1,12897.68,2846.91,12897.68
2026-05-14,STR-113,In-Store,1,2,35019.79,7826.53,35019.79
2026-05-14,STR-113,Online,1,1,2438.35,301.42,2438.35
2026-05-15,STR-104,In-Store,1,1,16723.9,5663.98,16723.9
2026-05-15,STR-105,Mobile App,1,3,49764.97,8975.08,49764.97
2026-05-15,STR-106,In-Store,1,4,70155.57,9478.37,70155.57
2026-05-15,STR-107,Online,1,2,24883.05,8799.45,24883.05
2026-05-15,STR-109,Mobile App,1,1,18431.47,4834.84,18431.47
2026-05-15,STR-111,Online,2,4,75223.32,17901.77,37611.66
2026-05-15,STR-113,In-Store,1,4,24971.15,5980.47,24971.15
2026-05-15,STR-114,In-Store,3,9,161377.06,21397.46,53792.35
2026-05-16,STR-101,Online,1,4,23972.04,5933.28,23972.04
2026-05-16,STR-103,Online,1,2,13286.98,2788.02,13286.98
2026-05-16,STR-104,In-Store,1,4,83280.96,25628.92,83280.96
2026-05-16,STR-106,In-Store,1,5,9676.71,3685.46,9676.71
2026-05-16,STR-109,Online,1,2,46516.62,12852.04,46516.62
2026-05-16,STR-110,In-Store,2,5,55658.6,14695.3,27829.3
2026-05-16,STR-114,In-Store,1,5,8482.76,423.91,8482.76
2026-05-16,STR-114,Online,2,6,61788.99,18770.79,30894.5
2026-05-17,STR-103,In-Store,1,2,10654.24,1634.86,10654.24
2026-05-17,STR-103,Online,1,5,50255.57,14066.37,50255.57
2026-05-17,STR-104,Online,1,3,62460.72,19221.69,62460.72
